FID,ABSCHNITT_ZUGANG_STR,ACD,AP_TIMESTAMP_MODIFY,BST_BEZEICHNUNG,BST_NUMMER,BST_NUMMER_ALPHA,BST_NUMMER_NUM,BST_TRENNZEICHEN,BST_TRENNZ_KURZTEXT,EDGEOBJECTID_ZUGANG_STR,EXTERNALORGCODE,GEBADR_ANZEIGEN_J_N,GEBADR_REGIONALCODE,GEB_BAUBLOCK,GEB_BAUBLOCK_ID,GEB_BEZEICHNUNG,GEB_BEZIRK,GEB_NAMECAT,GEB_NUMMER,GEB_NUMMER_ALPHA,GEB_NUMMER_NUM,GEB_OBJEKTID,GEB_STATUS,GEB_STATUS_KURZTEXT,GEB_TIMESTAMP_MODIFY,GEB_TRENNZEICHEN,GEB_TRENNZ_KURZTEXT,GEB_WINKEL,GEB_X,GEB_Y,HAUPT_IDENT_PSEUDO,LAGE_ZU_ADR,LAGE_ZU_ADR_TXT,NAME,NAME_BST,NAME_BST_GEB,NAME_GEB,NAME_ONR,NAME_ONR_BST_GEB,NAME_STR,OBJECTID,OBJEKT_ID,OBJEKTID_NAME_STR,ON_BIS_ALPHA,ON_BIS_NUM,ONR_BIS,ONR_VON,ON_VON_ALPHA,ON_VON_NUM,PLATZKENNZEICHEN,PLZ,SCD_NAME_STR,SCD_ZUGANG_STR,SE_ANNO_CAD_DATA,SHAPE,STRABS_ZUGANG_STR,STRASSENSEITE,TOPOGR_NAME_STR,UEBERACD,ZUGADR_ONR_KGNUM,ZUGADR_ONR_STAMMNR,ZUGADR_ONR_TEILNR,ZUGADR_REGIONALCODE,ZUGADR_TYP,ZUGANG_MOEGLICH_J_N,ZUG_BEZIRK,ZUG_OBJEKTID,ZUG_TIMESTAMP_MODIFY,ZUG_TRENNZEICHEN,ZUG_TRENNZ_KURZTEXT,ZUG_WINKEL,ZUG_X,ZUG_Y,ABLAUFDATUM
ADRESSENOGD.415632297,001009,100825,2016-02-01,,,,,,,10028452,90001,1,AT90101,01041005,10011188,Rathaus,01,8012,,,,25670915,d,definitiv,2016-02-01,0, ,78.48999786,1870.18,341382.34,I, ,Normal,Felderstraße 1A Rathaus,, Rathaus,Rathaus,1A,1A Rathaus,Felderstraße,415632297,10200306,10001118,,,,1A,A,1,2,1010,01157,01157,,POINT (16.357288903307904 48.21083298375809),01157001009,1,G  ,,,,,AT90101,0,1,01,25073312,2008-12-10,0, ,348.63,1910.05,341451.87,
ADRESSENOGD.415632298,002009,100825,2016-02-01,,,,,,,10028453,90001,1,AT90101,01041005,10011188,Rathaus,01,8012,,,,25670915,d,definitiv,2016-02-01,0, ,78.48999786,1870.18,341382.34,I, ,Normal,Felderstraße 1 Rathaus,, Rathaus,Rathaus,1,1 Rathaus,Felderstraße,415632298,10200303,10001118,,,,1,,1,2,1010,01157,01157,,POINT (16.357288903307904 48.21083298375809),01157002009,1,G  ,,,,,AT90101,0,1,01,25108009,2008-12-10,0, ,349.62,1863.02,341461.27,
ADRESSENOGD.415632030,007009,131151,2014-08-26,,,,,,,10030009,90001,1,AT90101,01074001,10011348,,01,8012,1,,1,25583995,d,definitiv,2014-08-26,12,Stand,316.26000977,2734.47,341190.07,H,V,vor,Graben 16 Stand 1,, Stand 1,Stand 1,16,16 Stand 1,Graben,415632030,25738898,10001518,,,,16,,16,1,1010,01563,01563,,POINT (16.368916881528897 48.20910109328203),01563007009,,G  ,,,,,AT90101,0,1,01,25738897,2014-08-26,0, ,316.03,2736.77,341186.98,
ADRESSENOGD.415632640,002009,000681,2011-08-24,,,,,,,10032932,90001,1,AT90101,01022002,10011079,SCHULE,01,8012,,,,25550828,d,definitiv,2011-08-24,0, ,55.74000168,3413.33,340933.83,I, ,Normal,Jakobergasse 5 SCHULE,, SCHULE,SCHULE,5,5 SCHULE,Jakobergasse,415632640,10053282,10002119,,,,5,,5,2,1010,02176,02176,,POINT (16.378048792171832 48.206793702014274),02176002009,1,G  ,,,,,AT90101,0,1,01,25046013,2008-12-10,0, ,326.22,3398.3,340925.76,
ADRESSENOGD.415631793,001009,000221,2007-10-10,,,,,,,10046183,90001,1,AT90101,01012001,10011027,,01,8012,1,,1,25529761,d,definitiv,2008-12-10,2,/,326.11999512,3271.36,341200.66,I, ,Normal,Windhaaggasse 1/1,,/1,/1,1,1/1,Windhaaggasse,415631793,10052423,10005230,,,,1,,1,2,1010,05338,05338,,POINT (16.3761406007017 48.20919403278203),05338001009,1,G  ,213527,,,,AT90101,0,1,01,25014868,2008-12-10,0, ,50.57,3290.6,341194.95,
ADRESSENOGD.415631794,001009,000436,2007-07-24,,,,,,,10034448,90001,1,AT90101,01067003,10011316,,01,8012,,,,25555901,d,definitiv,2008-12-10,0, ,316.8500061,2659.34,341280.99,I, ,Normal,Körblergasse 1,, ,,1,1,Körblergasse,415631794,10052784,10002496,,,,1,,1,2,1010,02559,02559,,POINT (16.36790654686759 48.20991903084062),02559001009,1,G  ,,,,,AT90101,0,1,01,25145180,2008-12-10,0, ,43.2,2652.89,341278.42,
ADRESSENOGD.415631864,003009,000734,2007-07-24,,,,,,,10041407,90001,1,AT90101,01033004,10011132,,01,8012,,,,25543580,d,definitiv,2008-12-10,0, ,326.01000977,3193.73,340603.46,I, ,Normal,Schellinggasse 9,, ,,9,9,Schellinggasse,415631864,10053387,10004130,,,,9,,9,2,1010,04219,04219,,POINT (16.37509203601016 48.20382366664265),04219003009,1,G  ,,,,,AT90101,0,1,01,25103336,2008-12-10,0, ,53.36,3173.1,340609.99,
ADRESSENOGD.415631865,003009,000733,2007-07-24,,,,,,,10041407,90001,1,AT90101,01033002,10011130,,01,8012,,,,25620216,d,definitiv,2008-12-10,0, ,326.01000977,3150.38,340632.53,I, ,Normal,Schellinggasse 10,, ,,10,10,Schellinggasse,415631865,10053384,10004130,,,,10,,10,2,1010,04219,04219,,POINT (16.37450903456172 48.20408529499377),04219003009,2,G  ,,,,,AT90101,0,1,01,25043927,2008-12-10,0, ,53.36,3156.04,340616.34,
ADRESSENOGD.415632217,006009,000310,2007-07-24,,,,,,,10033415,90001,1,AT90101,01015002,10011041,,01,8012,,,,25559704,d,definitiv,2008-12-10,0, ,336.8999939,2924.04,340749.46,I, ,Normal,Kärntner Straße 35,, ,,35,35,Kärntner Straße,415632217,10052563,10002244,,,,35,,35,2,1010,02303,02303,,POINT (16.371464741703413 48.20513784589089),02303006009,1,G  ,,,,,AT90101,0,1,01,25059525,2008-12-10,0, ,72.34,2899.1,340757.06,
ADRESSENOGD.415632218,004009,099784,2007-07-24,,,,,,,10033413,90001,1,AT90101,01076006,10011362,,01,8012,,,,25616458,d,definitiv,2008-12-10,0, ,80.19999695,2892.35,340891.96,I, ,Normal,Kärntner Straße 16,, ,,16,16,Kärntner Straße,415632218,10198881,10002244,,,,16,,16,2,1010,02303,02303,,POINT (16.37103927100646 48.20641950444336),02303004009,2,G  ,,,,,AT90101,0,1,01,25033059,2008-12-10,0, ,82.18,2914.11,340888.59,
ADRESSENOGD.415632219,006009,000359,2007-07-24,,,,,,,10033415,90001,1,AT90101,01030002,10011114,,01,8012,,,,25598305,d,definitiv,2008-12-10,0, ,71.62000275,2868.82,340734.42,H, ,Normal,Kärntner Straße 28,, ,,28,28,Kärntner Straße,415632219,10052637,10002244,,,,28,,28,2,1010,02303,02303,,POINT (16.37072174449636 48.20500281489596),02303006009,2,G  ,,,,,AT90101,0,1,01,25084370,2008-12-10,0, ,72.34,2873.71,340743.65,
ADRESSENOGD.415632220,001009,201777,2007-07-24,,,,,,,10033411,90001,1,AT90101,01076002,10011358,VOR 6(KIOSK),01,8012,,,,25561740,d,definitiv,2008-12-10,0, ,81.93000031,2926.69,340994.7,H, ,Normal,Kärntner Straße VOR 6(KIOSK),, VOR 6(KIOSK),VOR 6(KIOSK),6,VOR 6(KIOSK),Kärntner Straße,415632220,10319844,10002244,,,,6,,6,2,1010,02303,02303,,POINT (16.371501915625064 48.20734332194911),02303001009,2,G  ,,,,,AT90101,0,1,01,25036246,2008-12-10,0, ,82.01,2929.25,340999.25,
ADRESSENOGD.415632498,002009,095235,2007-07-24,,,,,,,10046021,90001,1,AT90101,01026001,10011095,,01,8012,,,,25642348,d,definitiv,2008-12-10,0, ,359.25,3698.89,341417.87,I, ,Normal,Wiesingerstraße 11,, ,,11,11,Wiesingerstraße,415632498,10192499,10005194,,,,11,,11,2,1010,05302,05302,,POINT (16.381894600804678 48.21114528975652),05302002009,1,G  ,,,,,AT90101,0,1,01,25122646,2008-12-10,0, ,23.89,3701.61,341402.31,
ADRESSENOGD.415631651,002009,001150,2007-07-24,,,,,,,10027409,90001,1,AT90101,01040005,10011179,,01,8012,,,,25612406,d,definitiv,2008-12-10,0, ,348.92001343,1888.99,341658.93,I, ,Normal,Ebendorferstraße 9,, ,,9,9,Ebendorferstraße,415631651,10054136,10000919,,,,9,,9,2,1010,00955,00955,,POINT (16.35754304861518 48.21332031452246),00955002009,1,G  ,,,,,AT90101,0,1,01,25029675,2008-12-10,0, ,78.21,1912.65,341643.1,
ADRESSENOGD.415631652,002009,001143,2008-02-28,,,,,,,10027409,90001,1,AT90101,01040006,10011180,,01,8012,1,,1,25661112,d,definitiv,2008-12-10,2,/,78.20999908,1940.47,341591.77,H, ,Normal,Ebendorferstraße 8/1,,/1,/1,8,8/1,Ebendorferstraße,415631652,10471602,10000919,,,,8,,8,2,1010,00955,00955,,POINT (16.358235487727203 48.21271620173483),00955002009,2,G  ,225821,,,,AT90101,0,1,01,25063780,2008-12-10,0, ,78.21,1925.62,341607.2,
ADRESSENOGD.415635812,001509,241311,2016-03-30,,,,,,,10031039,90001,1,AT90101,01031001,10011119,,01,8012,6,,6,25749099,d,definitiv,2016-03-17,2,/,314.51998901,2652.99,340580.62,I, ,Normal,Hanuschgasse 3/6,,/6,/6,3,3/6,Hanuschgasse,415635812,25749103,10001748,,,,3,,3,2,1010,01799,01799,,POINT (16.367817243233535 48.203620534900786),01799001509,1,G  ,207231,,,,AT90101,0,1,01,25110072,2016-03-29,0, ,323.24,2669.64,340641.4,
ADRESSENOGD.415635538,001009,001062,2007-07-24,,,,,,,10026352,90001,1,AT90101,01034001,10011136,,01,8012,,,,25540816,d,definitiv,2008-12-10,0, ,41.81000137,2332.39,340568.83,I, ,Normal,Burgring 3,, ,,3,3,Burgring,415635538,10053978,10000636,,,,3,,3,2,1010,00661,00661,,POINT (16.363504070758662 48.203515583714754),00661001009,1,G  ,,,,,AT90101,0,1,01,25141344,2008-12-10,0, ,314.85,2346.9,340572.45,
ADRESSENOGD.415635539,002009,162819,2007-07-24,,,,,,,10026353,90001,1,AT90101,01049006,10011233,VOR 5(STAENDE),01,8012,,,,25512864,d,definitiv,2008-12-10,0, ,311.69000244,2290.67,340638.77,H, ,Normal,Burgring VOR 5(STAENDE),, VOR 5(STAENDE),VOR 5(STAENDE),5,VOR 5(STAENDE),Burgring,415635539,10279166,10000636,,,,5,,5,2,1010,00661,00661,,POINT (16.362943134892863 48.204144699575025),00661002009,1,G  ,,,,,AT90101,0,1,01,25082746,2008-12-10,0, ,312,2266.67,340649.01,
ADRESSENOGD.415635635,001009,226574,2008-06-16,,,,,,,10040578,90001,1,AT90101,01045003,10011213,,01,8012,,,,25542690,d,definitiv,2008-12-10,0, ,295.20999146,2311.36,341427.9,H, ,Normal,Rosengasse 6,, ,,6,6,Rosengasse,415635635,10473486,10003939,,,,6,,6,2,1010,04023,04023,,POINT (16.363225237815797 48.21124141970267),04023001009,2,G  ,,,,,AT90101,0,1,01,25048695,2008-12-10,0, ,295.21,2304.18,341434.9,
ADRESSENOGD.415635640,001009,000132,2007-07-24,,,,,,,10044366,90001,1,AT90101,01077001,10011366,,01,8012,,,,25601732,d,definitiv,2008-12-10,0, ,49.84000015,2866.55,341135.48,H, ,Normal,Trattnerhof 2,, ,,2,2,Trattnerhof,415635640,10052251,10004832,,,,2,,2,2,1010,04933,04933,,POINT (16.37069363724642 48.20860962786532),04933001009,2,G  ,,,,,AT90101,0,1,01,25005292,2008-12-10,0, ,52.02,2864.17,341138.76,
ADRESSENOGD.415635428,003009,186788,2019-06-26,,,,,,,20062256,90001,1,AT90101,01018001,10011057,,01,8012,,,,25551802,d,definitiv,2008-12-10,0, ,68.54000092,3472.16,341207.82,I, ,Normal,Schönlaterngasse 12,, ,,12,12,Schönlaterngasse,415635428,10310339,10004234,,,,12,,12,2,1010,04329,04329,,POINT (16.37884234351703 48.209257450090156),04329003009,2,G  ,,,,,AT90101,0,1,01,25140072,2019-06-26,0, ,340.09,3468.82,341226.85,
ADRESSENOGD.415635429,002019,000209,2019-06-26,,,,,,,20062254,90001,1,AT90101,01011002,10011024,,01,8012,,,,25681501,d,definitiv,2008-12-10,0, ,328.88000488,3414.05,341220.75,H, ,Normal,Schönlaterngasse 11,, ,,11,11,Schönlaterngasse,415635429,10052405,10004234,,,,11,,11,2,1010,04329,04329,,POINT (16.378060589259263 48.209374020155366),04329002019,1,G  ,,,,,AT90101,0,1,01,25107505,2019-06-26,0, ,11.23,3405.12,341224.61,
ADRESSENOGD.415635434,001009,000760,2007-07-24,,,,,,,10028568,90001,1,AT90101,01033001,10011129,,01,8012,,,,25578470,d,definitiv,2008-12-10,0, ,325.44000244,3110.05,340578.89,H, ,Normal,Fichtegasse 2A,, ,,2A,2A,Fichtegasse,415635434,10053436,10001147,,,,2A,A,2,2,1010,01187,01187,,POINT (16.373966107363874 48.20360308093621),01187001009,2,G  ,,,,,AT90101,0,1,01,25104713,2008-12-10,0, ,325.47,3103.89,340587.86,
ADRESSENOGD.415635953,004009,000760,2007-07-24,,,,,,,10041408,90001,1,AT90101,01033001,10011129,,01,8012,,,,25578470,d,definitiv,2008-12-10,0, ,325.44000244,3110.05,340578.89,I, ,Normal,Schellinggasse 14,, ,,14,14,Schellinggasse,415635953,10053437,10004130,,,,14,,14,2,1010,04219,04219,,POINT (16.373966107363874 48.20360308093621),04219004009,2,G  ,,,,,AT90101,0,1,01,25133702,2008-12-10,0, ,49.47,3115.17,340561.36,
ADRESSENOGD.415635954,001009,000705,2007-07-24,,,,,,,10041405,90001,1,AT90101,01020004,10011070,,01,8012,,,,25536565,d,definitiv,2008-12-10,0, ,53.27000046,3249.09,340704.74,H, ,Normal,Schellinggasse 3,, ,,3,3,Schellinggasse,415635954,10053324,10004130,,,,3,,3,2,1010,04219,04219,,POINT (16.375837511718817 48.20473424068446),04219001009,1,G  ,,,,,AT90101,0,1,01,25108282,2008-12-10,0, ,53.08,3247.44,340709.1,
ADRESSENOGD.415635955,001009,096776,2007-07-24,,,,,,,10041405,90001,1,AT90101,01020002,10011068,,01,8012,,,,25576657,d,definitiv,2008-12-10,0, ,38.38000107,3185.95,340757.19,I, ,Normal,Schellinggasse 4,, ,,4,4,Schellinggasse,415635955,10194482,10004130,,,,4,,4,2,1010,04219,04219,,POINT (16.37498841777705 48.20520622379726),04219001009,2,G  ,,,,,AT90101,0,1,01,25073066,2008-12-10,0, ,53.08,3234.1,340719.04,
ADRESSENOGD.415635232,002009,241580,2021-03-04,,,,,,,10040177,90001,1,AT90101,01061002,10011287,,01,8012,1,,1,25749837,d,definitiv,2021-03-04,2,/,61.68000031,2639.34,341549.5,H, ,Normal,Renngasse 10/1,,/1,/1,10,10/1,Renngasse,415635232,25749841,10003843,,,,10,,10,2,1010,03924,03924,,POINT (16.3676389530463 48.212333863222156),03924002009,2,G  ,,,,,AT90101,0,1,01,25098759,2008-12-10,0, ,61.68,2604.4,341576.99,
ADRESSENOGD.415635233,001009,177184,2007-07-24,,,,,,,10040176,90001,1,AT90101,01060001,10011283,,01,8012,,,,25587026,d,definitiv,2008-12-10,0, ,32.13000107,2534.64,341518.89,H, ,Normal,Renngasse 1,, ,,1,1,Renngasse,415635233,10296640,10003843,,,,1,,1,2,1010,03924,03924,,POINT (16.36622998800689 48.21205895893797),03924001009,1,G  ,,,,,AT90101,0,1,01,25128831,2008-12-10,0, ,50.68,2558.01,341535.61,
ADRESSENOGD.415635234,004009,000951,2007-07-24,,,,,,,10040179,90001,1,AT90101,01056002,10011267,,01,8012,,,,25564163,d,definitiv,2008-12-10,0, ,326.69000244,2672.65,341632.01,I, ,Normal,Renngasse 18,, ,,18,18,Renngasse,415635234,10053770,10003843,,,,18,,18,2,1010,03924,03924,,POINT (16.368087599500857 48.21307576374414),03924004009,2,G  ,,,,,AT90101,0,1,01,25063416,2008-12-10,0, ,34.62,2669.84,341664.9,
ADRESSENOGD.415633921,003009,000741,2007-07-24,,,,,,,10041407,90001,1,AT90101,01033002,10011130,,01,8012,,,,25593067,d,definitiv,2008-12-10,0, ,53.27000046,3140.56,340597.24,H, ,Normal,Schellinggasse 12,, ,,12,12,Schellinggasse,415633921,10053402,10004130,,,,12,,12,2,1010,04219,04219,,POINT (16.374376686496323 48.203767969730485),04219003009,2,G  ,,,,,AT90101,0,1,01,25140382,2008-12-10,0, ,53.36,3148.73,340605.24,
ADRESSENOGD.415633922,002009,000707,2007-07-24,,,,,,,10041406,90001,1,AT90101,01020001,10011067,,01,8012,,,,25527029,d,definitiv,2008-12-10,0, ,53.27000046,3202.72,340679.69,H, ,Normal,Schellinggasse 6,, ,,6,6,Schellinggasse,415633922,10053328,10004130,,,,6,,6,2,1010,04219,04219,,POINT (16.37521350305705 48.20450917570873),04219002009,2,G  ,,,,,AT90101,0,1,01,25080680,2008-12-10,0, ,53.3,3204.5,340679.72,
ADRESSENOGD.415634808,002019,000557,2019-07-11,,,,,,,18898207,90001,1,AT90101,01070001,10011326,,01,8012,1,,1,25667393,d,definitiv,2008-12-10,2,/,44.11000061,3132.91,341655.09,I, ,Normal,Salztorgasse 6/1,,/1,/1,6,6/1,Salztorgasse,415634808,10053006,10004047,,,,6,,6,2,1010,04133,04133,,POINT (16.374280849246116 48.21328143355229),04133002019,2,G  ,211548,,,,AT90101,0,1,01,25080306,2019-07-11,0, ,43.61,3077.04,341682.16,
ADRESSENOGD.415634809,002019,000557,2019-07-11,,,,,,,18898207,90001,1,AT90101,01070001,10011326,,01,8012,1,,1,25667393,d,definitiv,2008-12-10,2,/,44.11000061,3132.91,341655.09,I, ,Normal,Salztorgasse 8/1,,/1,/1,8,8/1,Salztorgasse,415634809,10053007,10004047,,,,8,,8,2,1010,04133,04133,,POINT (16.374280849246116 48.21328143355229),04133002019,2,G  ,211549,,,,AT90101,0,1,01,25007617,2019-07-11,0, ,43.61,3095.97,341699.89,
ADRESSENOGD.415634810,002019,000560,2019-07-11,,,,,,,18898207,90001,1,AT90101,01070001,10011326,,01,8012,2,,2,25655487,d,definitiv,2008-12-10,2,/,42.95999908,3118.26,341641.42,I, ,Normal,Salztorgasse 6/2,,/2,/2,6,6/2,Salztorgasse,415634810,10053024,10004047,,,,6,,6,2,1010,04133,04133,,POINT (16.37408363221813 48.213158562336844),04133002019,2,G  ,211548,,,,AT90101,0,1,01,25080306,2019-07-11,0, ,43.61,3077.04,341682.16,
ADRESSENOGD.415634811,002019,000560,2019-07-11,,,,,,,18898207,90001,1,AT90101,01070001,10011326,,01,8012,2,,2,25655487,d,definitiv,2008-12-10,2,/,42.95999908,3118.26,341641.42,I, ,Normal,Salztorgasse 8/2,,/2,/2,8,8/2,Salztorgasse,415634811,10053025,10004047,,,,8,,8,2,1010,04133,04133,,POINT (16.37408363221813 48.213158562336844),04133002019,2,G  ,211549,,,,AT90101,0,1,01,25007617,2019-07-11,0, ,43.61,3095.97,341699.89,
ADRESSENOGD.415634847,003009,000544,2007-07-24,,,,,,,10043532,90001,1,AT90101,01065006,10011308,,01,8012,,,,25571049,d,definitiv,2008-12-10,0, ,330.14001465,2985.65,341515.85,H, ,Normal,Sterngasse 11,, ,,11,11,Sterngasse,415634847,10052975,10004615,,,,11,,11,2,1010,04714,04714,,POINT (16.372298479221605 48.21202986661908),04714003009,1,G  ,,,,,AT90101,0,1,01,25140020,2008-12-10,0, ,327.94,2988.68,341518.75,
ADRESSENOGD.415634557,001009,000635,2007-07-24,,,,,,,10046020,90001,1,AT90101,01025001,10011092,,01,8012,,,,25557769,d,definitiv,2008-12-10,0, ,24.05999947,3584.11,341350.82,H, ,Normal,Wiesingerstraße 1,, ,,1,1,Wiesingerstraße,415634557,10053199,10005194,,,,1,,1,2,1010,05302,05302,,POINT (16.380349699989104 48.21054290313811),05302001009,1,G  ,,,,,AT90101,0,1,01,25044419,2008-12-10,0, ,24.54,3584.6,341349.14,
ADRESSENOGD.415634558,001009,000360,2007-07-24,,,,,,,10036191,90001,1,AT90101,01030001,10011113,,01,8012,,,,25524508,d,definitiv,2008-12-10,0, ,50.41999817,2725.29,340781.19,H, ,Normal,Lobkowitzplatz 1,, ,,1,1,Lobkowitzplatz,415634558,10052638,10002867,,,,1,,1,1,1010,02935,02935,,POINT (16.368791027240473 48.20542399203456),02935001009,1,G  ,,,,,AT90101,0,1,01,25138413,2008-12-10,0, ,55.36,2722.45,340783.69,
ADRESSENOGD.415634559,001009,000361,2007-07-24,,,,,,,10029848,90001,1,AT90101,01076007,10011363,,01,8012,,,,25541155,d,definitiv,2008-12-10,0, ,324.29000854,2746.42,340814.04,H, ,Normal,Lobkowitzplatz 3,, ,,3,3,Lobkowitzplatz,415634559,10052641,10002867,,,,3,,3,1,1010,02935,01521,,POINT (16.369075492596572 48.20571933667888),01521001009,2,G  ,,,,,AT90101,0,1,01,25084721,2008-12-10,0, ,324.44,2742.48,340814.79,
ADRESSENOGD.415634290,005009,097468,2007-07-24,,,,,,,10033414,90001,1,AT90101,01015001,10011040,,01,8012,,,,25531379,d,definitiv,2008-12-10,0, ,342.04998779,2933.17,340826.34,I, ,Normal,Kärntner Straße 27,, ,,27,27,Kärntner Straße,415634290,10195420,10002244,,,,27,,27,2,1010,02303,02303,,POINT (16.37158805103592 48.20582920362809),02303005009,1,G  ,,,,,AT90101,0,1,01,25029208,2008-12-10,0, ,71.3,2923.75,340829.06,
ADRESSENOGD.415634291,005009,000367,2007-07-24,,,,,,,10033414,90001,1,AT90101,01076008,10011364,,01,8012,,,,25571142,d,definitiv,2008-12-10,0, ,72.76000214,2870.36,340794.02,I, ,Normal,Kärntner Straße 24,, ,,24,24,Kärntner Straße,415634291,10052654,10002244,,,,24,,24,2,1010,02303,02303,,POINT (16.370742824887355 48.20553880216793),02303005009,2,G  ,,,,,AT90101,0,1,01,25144916,2008-12-10,0, ,71.3,2888.15,340788.71,
ADRESSENOGD.415634292,008009,000372,2007-07-24,,,,,,,10033417,90001,1,AT90101,01030004,10011116,,01,8012,,,,25576443,d,definitiv,2008-12-10,0, ,341.48001099,2817.41,340604.78,I, ,Normal,Kärntner Straße 38,, ,,38,38,Kärntner Straße,415634292,10052661,10002244,,,,38,,38,2,1010,02303,02303,,POINT (16.37002932736625 48.20383714536806),02303008009,2,G  ,,,,,AT90101,0,1,01,25059191,2008-12-10,0, ,72.6,2832.46,340612.03,
ADRESSENOGD.415634564,002009,000360,2007-07-24,,,,,,,10029178,90001,1,AT90101,01030001,10011113,,01,8012,,,,25524508,d,definitiv,2008-12-10,0, ,50.41999817,2725.29,340781.19,I, ,Normal,Führichgasse 12,, ,,12,12,Führichgasse,415634564,10052639,10001310,,,,12,,12,2,1010,01353,01353,,POINT (16.368791027240473 48.20542399203456),01353002009,2,G  ,,,,,AT90101,0,1,01,25049283,2008-12-10,0, ,336.92,2720.55,340756.07,
ADRESSENOGD.415634565,002009,000355,2021-01-13,,,,,,,10029178,90001,1,AT90101,01030001,10011113,,01,8012,,,,25514765,d,definitiv,2021-01-13,0, ,336.32000732,2746.96,340744.74,H, ,Normal,Führichgasse 10,, ,,10,10,Führichgasse,415634565,10052631,10001310,,,,10,,10,2,1010,01353,01353,,POINT (16.369082405311403 48.20509610451701),01353002009,2,G  ,,,,,AT90101,0,1,01,25027226,2021-01-13,0, ,336.92,2747.3,340743.79,
ADRESSENOGD.415634055,003009,001169,2014-04-17,,,,,,,10028628,90001,1,AT90101,01065003,10011305,,01,8012,4,,4,25636388,d,definitiv,2014-04-17,2,/,345.79998779,2935.93,341569.78,I, ,Normal,Fischerstiege 1-7/4,,/4,/4,1-7,1-7/4,Fischerstiege,415634055,10054179,10001166,,7,7,1,,1,2,1010,01206,01206,,POINT (16.371629839696922 48.21251506548595),01206003009,1,G  ,206253,,,,AT90101,0,1,01,25032311,2008-12-10,1,-,81.68,2951.18,341586.98,
ADRESSENOGD.415634056,003009,001170,2019-05-09,,,,,,,10028628,90001,1,AT90101,01065003,10011305,,01,8012,5,,5,25535419,d,definitiv,2019-05-09,2,/,345.8500061,2924.73,341567.35,I, ,Normal,Fischerstiege 1-7/5,,/5,/5,1-7,1-7/5,Fischerstiege,415634056,10054181,10001166,,7,7,1,,1,2,1010,01206,01206,,POINT (16.371479131098504 48.2124932379368),01206003009,1,G  ,206253,,,,AT90101,0,1,01,25032311,2008-12-10,1,-,81.68,2951.18,341586.98,
ADRESSENOGD.415634883,001009,101830,2014-06-26,,,,,,,10041900,90001,1,AT90101,01043003,10011206,,01,8012,1,,1,25598193,d,definitiv,2014-06-26,2,/,296.05999756,2329.13,341583.7,H, ,Normal,Schottengasse 3-3A/1,,/1,/1,3-3A,3-3A/1,Schottengasse,415634883,10454231,10004247,A,3,3A,3,,3,2,1010,04342,04342,,POINT (16.36346505707274 48.2126425159308),04342001009,1,G  ,211843,,,,AT90101,0,1,01,25038998,2014-06-26,1,-,296.06,2350.05,341568.43,
ADRESSENOGD.415634063,005509,000112,2007-07-24,,,,,,,10030008,90001,1,AT90101,01073004,10011344,,01,8012,3,,3,25592425,d,definitiv,2008-12-10,2,/,316.44000244,2807.97,341169.08,H, ,Normal,Graben 27/3,,/3,/3,27,27/3,Graben,415634063,10358458,10001518,,,,27,,27,1,1010,01563,01563,,POINT (16.36990567322256 48.20891203331439),01563005509,2,G  ,206791,,,,AT90101,0,1,01,25100115,2008-12-10,0, ,315.15,2806.68,341155.1,
ADRESSENOGD.415634155,002009,000465,2007-07-24,,,,,,,10028268,90001,1,AT90101,01062001,10011289,,01,8012,,,,25513468,d,definitiv,2008-12-10,0, ,52.11999893,2731.74,341543.39,H, ,Normal,Färbergasse 3,, ,,3,3,Färbergasse,415634155,10052839,10001090,,,,3,,3,2,1010,01129,01129,,POINT (16.36888218413742 48.21227856485685),01129002009,1,G  ,,,,,AT90101,0,1,01,25071395,2008-12-10,0, ,49.18,2732.67,341541.66,
ADRESSENOGD.415637819,003009,001151,2007-07-24,,,,,,,10027410,90001,1,AT90101,01040002,10011176,,01,8012,,,,25600705,d,definitiv,2008-12-10,0, ,348.92001343,1893.96,341684.09,I, ,Normal,Ebendorferstraße 11,, ,,11,11,Ebendorferstraße,415637819,10054141,10000919,,,,11,,11,2,1010,00955,00955,,POINT (16.357610018482774 48.21354657011216),00955003009,1,G  ,,,,,AT90101,0,1,01,25002934,2008-12-10,0, ,82.68,1926.41,341710.72,
ADRESSENOGD.415637867,004009,000272,2007-07-24,,,,,,,10042084,90001,1,AT90101,01017001,10011050,,01,8012,,,,25658161,d,definitiv,2008-12-10,0, ,335.17001343,3288.83,341094.47,I, ,Normal,Schulerstraße 15,, ,,15,15,Schulerstraße,415637867,10052509,10004288,,,,15,,15,2,1010,04385,04385,,POINT (16.376374903348257 48.20823896544532),04385004009,1,G  ,,,,,AT90101,0,1,01,25090593,2008-12-10,0, ,333.92,3280.26,341072.81,
